OK/KO;Libellé rejet
,OK;CHEVAUCHEMENT CONTRATS 02112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,KO;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03112020/31122024                                        
,OK;CHANGT.DE CAISSE 951 VERS 781 -AVEC CONV                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;CHEVAUCHEMENT CONTRATS 30102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;CHANGT IDT. MATRICULAIRE 299079931224651                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 05112020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01022021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 15112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CHEVAUCHEMENT CONTRATS 03112020/31122024                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 03022020/31122024                                        
,KO;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;Chevauchement contrat 01012021/31122024                                         
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 04112020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30122020                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;PUMA BASCULE AD/OD 237029742012244                                              
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 09112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;PUMA BASCULE AD/OD 102099122811986                                              
,OK;CHEVAUCHEMENT CONTRATS 30072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 02112020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHANGT.DE CAISSE 311 VERS 821 -AVEC CONV                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 08102020/31082021                                        
,OK;CHEVAUCHEMENT CONTRATS 12102020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 12112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112019/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122021                                        
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122021                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 06112020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;NOM DU CHEF CPL DIFFERENT DU NOM CONNU DANS NOTRE BASE                          
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;Beneficiaire inconnu au fichier                                                 
,OK;CHEVAUCHEMENT CONTRATS 21112020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 02112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 02112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13112020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;Chevauchement contrat 01012020/31122024                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01122020/30112021                                        
,OK;CHEVAUCHEMENT CONTRATS 08092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHANGT.DE CAISSE 751 VERS 921 -AVEC CONV                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 13022020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 10112020/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 03072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 16112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;PUMA BASCULE AD/OD 201122505650593                                              
,OK;CHEVAUCHEMENT CONTRATS 09112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 10112020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 09112020/31122024                                        
,OK;PUMA BASCULE AD/OD 201098902433232                                              
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01072020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 10112020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CHEVAUCHEMENT CONTRATS 01042019/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01042019/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31012021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31012021                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 17032020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 19112020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 19112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31102021                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/30112021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 04112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 04112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 04112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,undefined;undefined
,OK;CHEVAUCHEMENT CONTRATS 09112020/30112021                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/30122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,OK;INFORMATION REFUSEE: 2 CT DEJA EN COURS                                         
,OK;CHEVAUCHEMENT CONTRATS 11112020/31122020                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CONTRAT ACS DEJA EN COURS                                                       
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 09112020/31122024                                        
,KO;ASSURE NON MUTUALISTE                                                           
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 06112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 10112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/30112021                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,KO;CHEVAUCHEMENT CONTRATS 21052020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03072020/30112020                                        
,OK;PUMA BASCULE AD/OD 103036938816356                                              
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;CHEVAUCHEMENT CONTRATS 09112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122020                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 25112020/01112021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 02112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 24092020/31122020                                        
,KO;ASSURE GERE PAR UNE AUTRE CAISSE                                                
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 11112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 20112020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01102020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 15112020/07092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 15012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 10102020/09102021                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 22112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 27112020/31122020                                        
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHEVAUCHEMENT CONTRATS 01122020/30112021                                        
,KO;CHANGT IDT. MATRICULAIRE 289079932807043                                        
,OK;CHEVAUCHEMENT CONTRATS 29112020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 19112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;Chevauchement contrat 01012021/31122024                                         
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHANGT.DE CAISSE 041 VERS 061 -AVEC CONV                                        
,OK;CHEVAUCHEMENT CONTRATS 28112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 11112020/31122020                                        
,KO;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012020/31122020                                        
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,KO;INCOMP DATE DEBUT DATE FIN DE CONTRAT                                           
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 18092020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01022020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNULATION INFO OC PAR CPAM                                                     
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;CONTRAT CMU OU C2S DEJA EN COURS                                                
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03122020/31122020                                        
,KO;BENEFICIAIRE INCONNU AU FICHIER                                                 
,OK;CHANGT.DE CAISSE 751 VERS 781 -AVEC CONV                                        
,KO;CHEVAUCHEMENT CONTRATS 02062020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01082020/31122024                                        
,KO;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 18022020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01012018/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 03122020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 06012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122020                                        
,OK;Chevauchement contrat 01012020/31122024                                         
,OK;Chevauchement contrat 01012021/31122024                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01072020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,KO;MODIFICATION INFO OC PAR CPAM                                                   
,OK;CHEVAUCHEMENT CONTRATS 01062020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01062020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 01102020/30092021                                        
,OK;CHEVAUCHEMENT CONTRATS 01122020/31122024                                        
,KO;ANNUL IMPOSSIBLE: RUB OC/CT NON TROUVEE                                         
,OK;CHEVAUCHEMENT CONTRATS 01012021/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 01112020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 11112020/31122020                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
,OK;CHEVAUCHEMENT CONTRATS 14092020/31122024                                        
